Geneid	Chr	Start	End	Strand	Length	TSS
ENSG00000116771	1	15572353	15573724	-	2500	15573724.0
ENSG00000237301	1	15586136	15588442	-	2845	15588442.0
ENSG00000235084	1	15604597	15605043	+	447	15604597.0
ENSG00000252417	1	15608078	15608145	-	68	15608145.0
ENSG00000236500	1	15614643	15614867	-	225	15614867.0
ENSG00000197312	1	15617500	15617808	+	12136	15617500.0
ENSG00000215695	1	15659869	15661722	+	1854	15659869.0
ENSG00000271742	1	15682873	15683128	-	256	15683128.0
ENSG00000116786	1	15684332	15684618	+	4122	15684332.0
ENSG00000237938	1	15720312	15720595	-	1533	15720595.0
ENSG00000162461	1	15736405	15736863	+	3195	15736405.0
ENSG00000224459	1	15740051	15740222	-	639	15740222.0
ENSG00000162460	1	15742422	15742647	+	1520	15742422.0
ENSG00000162458	1	15756607	15756732	+	4716	15756607.0
ENSG00000224321	1	15792796	15793285	+	490	15792796.0
ENSG00000233954	1	15807169	15809348	-	2180	15809348.0
ENSG00000178715	1	15828232	15828669	+	438	15828232.0
ENSG00000179743	1	15834474	15836906	-	2473	15836906.0
ENSG00000065526	1	15847864	15848150	+	13294	15847864.0
ENSG00000270620	1	15917698	15917908	-	211	15917908.0
ENSG00000116809	1	15941869	15942252	-	4240	15942252.0
ENSG00000234607	1	15969632	15970194	+	563	15969632.0
ENSG00000231353	1	15988182	15988441	+	260	15988182.0
ENSG00000275503	1	15989140	15989375	-	236	15989375.0
ENSG00000224966	1	15989871	15989991	+	962	15989871.0
ENSG00000183888	1	16004236	16004385	+	3039	16004236.0
ENSG00000233078	1	16006160	16006346	-	466	16006346.0
ENSG00000173641	1	16014028	16015759	-	3910	16015759.0
ENSG00000186510	1	16018875	16018974	+	3476	16018875.0
ENSG00000232456	1	16035178	16035458	-	704	16035458.0
ENSG00000184908	1	16043736	16043880	+	2939	16043736.0
ENSG00000185519	1	16057769	16058717	-	1701	16058717.0
ENSG00000142627	1	16124337	16125320	-	4159	16125320.0
ENSG00000227959	1	16155211	16155755	+	904	16155211.0
ENSG00000224621	1	16159266	16159426	+	544	16159266.0
ENSG00000234166	1	16197854	16198216	+	439	16197854.0
ENSG00000142632	1	16197854	16198744	-	3745	16198744.0
ENSG00000237276	1	16215909	16216061	-	1990	16216061.0
ENSG00000132881	1	16231700	16232297	-	1545	16232297.0
ENSG00000233929	1	16241213	16241398	-	186	16241398.0
ENSG00000037637	1	16246839	16251785	-	8984	16251785.0
ENSG00000055070	1	16352575	16352812	+	4747	16352575.0
ENSG00000226457	1	16369150	16369530	-	381	16369530.0
ENSG00000187144	1	16387117	16387301	-	4506	16387301.0
ENSG00000157191	1	16440672	16440853	+	5559	16440672.0
ENSG00000226029	1	16460948	16463287	+	3245	16460948.0
ENSG00000080947	1	16467436	16470127	-	6813	16470127.0
ENSG00000206652	1	16514122	16514285	-	164	16514285.0
ENSG00000261135	1	16514645	16515754	+	1110	16514645.0
ENSG00000224174	1	16520694	16520787	+	327	16520694.0
ENSG00000233421	1	16533886	16534209	-	2068	16534209.0
ENSG00000277344	1	16534081	16534224	-	144	16534224.0
ENSG00000268991	1	16539066	16539575	+	510	16539066.0
ENSG00000225710	1	16548651	16548886	-	882	16548886.0
ENSG00000219481	1	16562319	16564186	-	12212	16564186.0
ENSG00000271732	1	16617391	16617729	+	339	16617391.0
ENSG00000215908	1	16618969	16619103	-	3943	16619103.0
ENSG00000186301	1	16645622	16645678	+	2291	16645622.0
ENSG00000282143	1	16656879	16656974	+	817	16656879.0
ENSG00000207513	1	16666785	16666948	-	164	16666948.0
ENSG00000237847	1	16673003	16673512	+	510	16673003.0
ENSG00000280114	1	16681097	16681227	-	1351	16681227.0
ENSG00000236698	1	16685621	16686055	-	435	16686055.0
ENSG00000268869	1	16687339	16687522	-	3178	16687522.0
ENSG00000279151	1	16701546	16701695	+	406	16701546.0
ENSG00000279132	1	16733951	16734461	-	511	16734461.0
ENSG00000058453	1	16740273	16740397	+	8871	16740273.0
ENSG00000227684	1	16740280	16740397	+	762	16740280.0
ENSG00000207389	1	16740516	16740679	+	164	16740516.0
ENSG00000282740	1	16739938	16740523	-	819	16740523.0
ENSG00000186715	1	16754910	16757393	-	5180	16757393.0
ENSG00000223643	1	16851257	16851477	-	837	16851477.0
ENSG00000230239	1	16855407	16855523	+	882	16855407.0
ENSG00000263811	1	16858949	16859021	-	73	16859021.0
ENSG00000228549	1	16870945	16873107	+	2963	16870945.0
ENSG00000277234	1	16873708	16873851	+	144	16873708.0
ENSG00000238142	1	16888538	16888785	-	508	16888785.0
ENSG00000235241	1	16889095	16889602	+	508	16889095.0
ENSG00000207005	1	16895980	16896143	+	164	16895980.0
ENSG00000272426	1	16904339	16904776	-	438	16904776.0
ENSG00000117122	1	16974502	16975023	-	2915	16975023.0
ENSG00000226526	1	16978926	16979112	+	636	16978926.0
ENSG00000159363	1	16985958	16986358	-	5253	16986358.0
ENSG00000117118	1	17018722	17018958	-	2462	17018958.0
ENSG00000117115	1	17066761	17069277	-	5984	17069277.0
ENSG00000204362	1	17189783	17189930	+	4676	17189783.0
ENSG00000282843	1	17193232	17193797	-	1228	17193797.0
ENSG00000142623	1	17205126	17205309	+	4903	17205126.0
ENSG00000142619	1	17249098	17249229	+	3189	17249098.0
ENSG00000266634	1	17277889	17277975	+	87	17277889.0
ENSG00000159339	1	17308195	17308314	+	2971	17308195.0
ENSG00000280226	1	17329012	17329034	-	189	17329034.0
ENSG00000276747	1	17372196	17372361	+	2396	17372196.0
ENSG00000227751	1	17406760	17407004	+	311	17406760.0
ENSG00000179051	1	17406760	17409194	-	4126	17409194.0
ENSG00000074964	1	17539835	17539950	+	7817	17539835.0
ENSG00000236648	1	17717687	17717744	+	610	17717687.0
ENSG00000117148	1	17755313	17755504	+	1864	17755313.0
ENSG00000261781	1	18065657	18065847	+	2471	18065657.0
ENSG00000117154	1	18107746	18108198	+	3085	18107746.0
ENSG00000280222	1	18109389	18115861	+	6473	18109389.0
ENSG00000230035	1	18166929	18167024	-	430	18167024.0
ENSG00000225387	1	18385829	18386220	+	491	18385829.0
ENSG00000179023	1	18480982	18486126	+	5145	18480982.0
ENSG00000235282	1	18513118	18513383	+	266	18513118.0
ENSG00000225478	1	18595414	18595636	+	223	18595414.0
ENSG00000009709	1	18631006	18631688	+	6313	18631006.0
ENSG00000179002	1	18839599	18840527	-	2542	18840527.0
ENSG00000255275	1	18849273	18849550	-	4369	18849550.0
ENSG00000159423	1	18871430	18871790	-	3689	18871790.0
ENSG00000265606	1	18883202	18883275	-	74	18883275.0
ENSG00000221662	1	18897071	18897148	-	78	18897148.0
ENSG00000169991	1	18904281	18908666	-	6188	18908666.0
ENSG00000127481	1	19074506	19074896	-	24675	19074896.0
ENSG00000272084	1	19072110	19075511	-	3402	19075511.0
ENSG00000230424	1	19210501	19210559	+	507	19210501.0
ENSG00000127463	1	19215664	19219482	-	10650	19219482.0
ENSG00000053372	1	19251539	19251863	+	2822	19251539.0
ENSG00000211454	1	19265982	19267461	-	2768	19267461.0
ENSG00000162482	1	19282558	19282892	-	1710	19282892.0
ENSG00000270728	1	19297080	19297189	+	525	19297080.0
ENSG00000053371	1	19303965	19304386	-	1781	19304386.0
ENSG00000200403	1	19305076	19305182	-	107	19305182.0
ENSG00000040487	1	19312326	19312358	+	2686	19312326.0
ENSG00000077549	1	19338776	19339617	-	3238	19339617.0
ENSG00000240490	1	19424384	19424671	+	288	19424384.0
ENSG00000201609	1	19510593	19510733	+	141	19510593.0
ENSG00000235185	1	19591802	19591885	-	207	19591885.0
ENSG00000173436	1	19596977	19597109	+	5227	19596977.0
ENSG00000270136	1	19596979	19597109	+	2493	19596979.0
ENSG00000226396	1	19608114	19608568	+	455	19608114.0
ENSG00000158747	1	19640554	19640729	+	3465	19640554.0
ENSG00000158748	1	19665287	19666467	+	1984	19665287.0
ENSG00000162542	1	19682213	19683444	-	4054	19683444.0
ENSG00000235434	1	19814367	19814553	+	447	19814367.0
ENSG00000178828	1	19814029	19815278	-	1250	19815278.0
ENSG00000169914	1	19882513	19882734	+	6767	19882513.0
ENSG00000188784	1	19920009	19920449	-	785	19920449.0
ENSG00000242688	1	19970969	19971269	+	301	19970969.0
ENSG00000188257	1	19975431	19975843	-	1685	19975843.0
ENSG00000127472	1	20028179	20028709	+	2607	20028179.0
ENSG00000117215	1	20111939	20114259	-	2681	20114259.0
ENSG00000158786	1	20139326	20139543	+	6440	20139326.0
ENSG00000227066	1	20154338	20154463	+	2639	20154338.0
ENSG00000187980	1	20161253	20164157	-	3298	20164157.0
ENSG00000225986	1	20184242	20184624	-	510	20184624.0
ENSG00000162543	1	20186085	20186153	+	5571	20186085.0
ENSG00000228105	1	20243095	20243214	+	480	20243095.0
ENSG00000158816	1	20290919	20291088	+	6377	20290919.0
ENSG00000226664	1	20294211	20294354	-	229	20294354.0
ENSG00000236963	1	20360579	20362041	-	3394	20362041.0
ENSG00000226487	1	20412304	20412482	-	376	20412482.0
ENSG00000162545	1	20482391	20483719	-	2615	20483719.0
ENSG00000090432	1	20499448	20501419	-	2438	20501419.0
ENSG00000215520	1	20525989	20526751	+	763	20525989.0
ENSG00000183114	1	20552439	20555010	+	2572	20552439.0
ENSG00000158825	1	20588948	20589283	+	963	20588948.0
ENSG00000158828	1	20633455	20633935	+	4836	20633455.0
ENSG00000117242	1	20642657	20643118	-	4443	20643118.0
ENSG00000244038	1	20651767	20652528	-	2721	20652528.0
ENSG00000117245	1	20664014	20664762	-	4470	20664762.0
ENSG00000235432	1	20692734	20692775	-	479	20692775.0
ENSG00000189410	1	20719732	20721995	-	4423	20721995.0
ENSG00000233069	1	20732880	20733025	+	299	20732880.0
ENSG00000127483	1	20742661	20745091	-	7442	20745091.0
ENSG00000075151	1	20806292	20807500	-	9596	20807500.0
ENSG00000251914	1	20841241	20841302	+	62	20841241.0
ENSG00000221808	1	20988314	20988432	-	119	20988432.0
ENSG00000233072	1	21003550	21003934	-	385	21003934.0
ENSG00000236073	1	21073639	21073753	-	115	21073753.0
ENSG00000235112	1	21161475	21161676	+	296	21161475.0
ENSG00000117298	1	21217247	21220131	-	7265	21220131.0
ENSG00000236936	1	21266082	21266135	+	723	21266082.0
ENSG00000231105	1	21293290	21293743	+	2479	21293290.0
ENSG00000236216	1	21397987	21398362	+	376	21397987.0
ENSG00000228823	1	21411460	21411989	-	649	21411989.0
ENSG00000236009	1	21415898	21415935	+	761	21415898.0
ENSG00000227001	1	21424625	21424828	-	661	21424828.0
ENSG00000187952	1	21428303	21429536	+	1234	21428303.0
ENSG00000186543	1	21434318	21434540	+	830	21434318.0
ENSG00000142794	1	21440128	21440348	+	6812	21440128.0
ENSG00000176378	1	21459756	21460082	-	327	21460082.0
ENSG00000162551	1	21509372	21509517	+	3007	21509372.0
ENSG00000233431	1	21586472	21587089	+	821	21586472.0
ENSG00000076864	1	21596215	21597264	-	5755	21597264.0
ENSG00000090686	1	21678298	21679439	-	9497	21679439.0
ENSG00000231978	1	21768269	21768575	+	307	21768269.0
ENSG00000187942	1	21812265	21812536	+	4490	21812265.0
ENSG00000142798	1	21822245	21823488	-	17684	21823488.0
ENSG00000232037	1	21908098	21908580	+	483	21908098.0
ENSG00000283234	1	21950679	21951650	-	1162	21951650.0
ENSG00000219073	1	21977021	21977082	+	1541	21977021.0
ENSG00000273610	1	21987481	21987777	+	297	21987481.0
ENSG00000201919	1	21987816	21987919	+	104	21987816.0
ENSG00000142789	1	22001656	22001717	+	1224	22001656.0
ENSG00000278124	1	22010650	22010946	+	297	22010650.0
ENSG00000201273	1	22010985	22011088	+	104	22010985.0
ENSG00000228397	1	22023990	22024445	-	1126	22024445.0
ENSG00000218510	1	22024531	22024936	+	2406	22024531.0
ENSG00000070831	1	22052627	22052868	+	3598	22052627.0
ENSG00000230068	1	22059197	22059686	+	692	22059197.0
ENSG00000271428	1	22068340	22068827	-	488	22068827.0
ENSG00000271840	1	22100613	22101360	+	748	22100613.0
ENSG00000162552	1	22117305	22120517	-	4527	22120517.0
ENSG00000266564	1	22266239	22266300	+	62	22266239.0
ENSG00000234397	1	22322840	22323331	-	492	22323331.0
ENSG00000279625	1	22364630	22366482	-	1853	22366482.0
ENSG00000184677	1	22451851	22452004	+	8992	22451851.0
ENSG00000237200	1	22517474	22517643	+	273	22517474.0
ENSG00000070886	1	22563564	22563729	+	5358	22563564.0
ENSG00000276835	1	22633258	22633366	-	109	22633366.0
ENSG00000173372	1	22636506	22636702	+	1272	22636506.0
ENSG00000159189	1	22643630	22643714	+	1335	22643630.0
ENSG00000173369	1	22652762	22652955	+	1601	22652762.0
ENSG00000133216	1	22710839	22711043	+	12516	22710839.0
ENSG00000265422	1	22719517	22719598	+	82	22719517.0
ENSG00000225952	1	22835713	22836011	-	480	22836011.0
ENSG00000264014	1	22863159	22863226	-	68	22863226.0
ENSG00000215906	1	22953043	22954024	-	1641	22954024.0
ENSG00000227868	1	23010834	23011101	-	658	23011101.0
ENSG00000004487	1	23019448	23019947	+	5435	23019448.0
ENSG00000240553	1	23020147	23020551	-	666	23020551.0
ENSG00000263793	1	23044305	23044372	+	68	23044305.0
ENSG00000266802	1	23057858	23057934	-	77	23057934.0
ENSG00000169641	1	23084023	23089053	-	9658	23089053.0
ENSG00000229010	1	23140325	23141142	+	818	23140325.0
ENSG00000206935	1	23162704	23162810	+	107	23162704.0
ENSG00000252578	1	23163953	23164053	+	101	23163953.0
ENSG00000179546	1	23191895	23194729	-	2835	23194729.0
ENSG00000215381	1	23244765	23245224	+	460	23244765.0
ENSG00000261326	1	23281309	23286752	-	5444	23286752.0
ENSG00000125944	1	23303771	23304106	-	8676	23304106.0
ENSG00000125945	1	23359448	23363221	-	4392	23363221.0
ENSG00000249087	1	23368997	23369029	+	2655	23368997.0
ENSG00000201405	1	23370254	23370346	+	93	23370254.0
ENSG00000271420	1	23378380	23379029	-	650	23379029.0
ENSG00000204219	1	23381061	23381474	-	3515	23381474.0
ENSG00000232482	1	23410832	23411128	+	426	23410832.0
ENSG00000088280	1	23428563	23429930	-	4988	23429930.0
ENSG00000007968	1	23506430	23510148	-	5457	23510148.0
ENSG00000235052	1	23549139	23549443	-	456	23549443.0
ENSG00000117318	1	23557918	23558415	-	1797	23558415.0
ENSG00000197880	1	23581495	23581678	+	2142	23581495.0
ENSG00000229239	1	23670294	23670346	+	1186	23670294.0
ENSG00000142676	1	23691779	23691829	+	1987	23691779.0
ENSG00000011007	1	23743155	23743578	+	5391	23743155.0
ENSG00000236810	1	23760382	23761151	-	1347	23761151.0
ENSG00000057757	1	23778405	23778713	+	2186	23778405.0
ENSG00000011009	1	23790970	23791250	+	2196	23790970.0
ENSG00000117308	1	23795599	23796007	-	3978	23796007.0
ENSG00000117305	1	23801885	23802564	-	5658	23802564.0
ENSG00000179163	1	23845077	23845855	-	2047	23845855.0
ENSG00000188822	1	23870526	23875662	-	5254	23875662.0
ENSG00000229106	1	23901471	23902737	-	1267	23902737.0
ENSG00000232557	1	23907111	23907181	+	210	23907111.0
ENSG00000264926	1	23929070	23929147	+	78	23929070.0
ENSG00000230228	1	23949016	23949383	-	368	23949383.0
ENSG00000189266	1	23959109	23959256	+	2564	23959109.0
ENSG00000188529	1	23964804	23967723	-	10277	23967723.0
ENSG00000215905	1	24007881	24007965	-	328	24007965.0
ENSG00000225315	1	24040835	24040942	+	454	24040835.0
ENSG00000142661	1	24056035	24057627	-	9254	24057627.0
ENSG00000230703	1	24066774	24066842	+	461	24066774.0
ENSG00000142677	1	24119771	24121737	-	2798	24121737.0
ENSG00000185436	1	24154157	24157891	-	4923	24157891.0
ENSG00000230023	1	24200240	24200391	+	1849	24200240.0
ENSG00000232298	1	24307556	24307780	-	856	24307780.0
ENSG00000158055	1	24319322	24319568	+	3940	24319322.0
ENSG00000001460	1	24356999	24358619	-	8511	24358619.0
ENSG00000001461	1	24415794	24415904	+	9404	24415794.0
ENSG00000117602	1	24502351	24502463	+	7077	24502351.0
ENSG00000264443	1	24538802	24539876	-	1445	24539876.0
ENSG00000184454	1	24556111	24556169	+	4122	24556111.0
ENSG00000227312	1	24563627	24563974	+	348	24563627.0
ENSG00000239106	1	24625411	24625513	-	103	24625513.0
ENSG00000133226	1	24631716	24631777	+	8168	24631716.0
ENSG00000169504	1	24745357	24745625	+	4495	24745357.0
ENSG00000238482	1	24777873	24777979	-	107	24777979.0
ENSG00000020633	1	24899511	24902666	-	4523	24902666.0
ENSG00000278034	1	24919345	24919416	-	72	24919416.0
ENSG00000229162	1	24961345	24961846	+	820	24961345.0
ENSG00000261025	1	24968423	24970865	-	2443	24970865.0
ENSG00000264371	1	25023503	25023586	+	84	25023503.0
ENSG00000233755	1	25043707	25043836	-	863	25043836.0
ENSG00000233419	1	25125053	25125454	-	402	25125454.0
ENSG00000231953	1	25208139	25208222	+	988	25208139.0
ENSG00000117614	1	25222679	25223431	-	3370	25223431.0
ENSG00000117616	1	25242237	25242705	-	6804	25242705.0
ENSG00000272432	1	25247837	25248321	+	485	25247837.0
ENSG00000261349	1	25266102	25266134	-	459	25266134.0
ENSG00000187010	1	25272393	25272695	+	3313	25272393.0
ENSG00000224183	1	25294164	25294643	-	480	25294643.0
ENSG00000259984	1	25336429	25336461	-	459	25336461.0
ENSG00000183726	1	25337917	25338456	+	3410	25337917.0
ENSG00000188672	1	25362249	25362553	-	2433	25362553.0
ENSG00000238084	1	25398721	25399198	+	478	25398721.0
ENSG00000204178	1	25430858	25431178	+	3979	25430858.0
ENSG00000157978	1	25543580	25543786	+	5397	25543580.0
ENSG00000225643	1	25581478	25581772	+	483	25581478.0
ENSG00000117643	1	25617468	25618337	+	9026	25617468.0
ENSG00000233478	1	25644544	25646420	-	2224	25646420.0
ENSG00000162430	1	25800176	25800413	+	4424	25800176.0
ENSG00000255054	1	25811470	25811535	+	792	25811470.0
ENSG00000228172	1	25816749	25816880	-	2793	25816880.0
ENSG00000117640	1	25818640	25818852	+	5817	25818640.0
ENSG00000272478	1	25831913	25832134	-	222	25832134.0
ENSG00000127423	1	25831913	25832158	-	2408	25832158.0
ENSG00000236528	1	25859613	25859875	+	849	25859613.0
ENSG00000182749	1	25861210	25863861	-	3297	25863861.0
ENSG00000207302	1	25877496	25877605	+	110	25877496.0
ENSG00000117632	1	25884181	25885869	-	6288	25885869.0
ENSG00000229786	1	25887360	25887610	+	251	25887360.0
ENSG00000223624	1	25888970	25889109	+	140	25888970.0
ENSG00000158006	1	25959767	25962083	-	3835	25962083.0
ENSG00000207237	1	25964197	25964300	+	104	25964197.0
ENSG00000252190	1	26006006	26006130	+	125	26006006.0
ENSG00000252691	1	26006216	26006299	+	84	26006216.0
ENSG00000158008	1	26019884	26019944	+	4537	26019884.0
ENSG00000158014	1	26037252	26039305	-	3498	26039305.0
ENSG00000158022	1	26051304	26051883	-	2573	26051883.0
ENSG00000175087	1	26111165	26111420	+	4535	26111165.0
ENSG00000197245	1	26159020	26159126	+	2858	26159020.0
ENSG00000282872	1	26164161	26164455	-	761	26164455.0
ENSG00000142684	1	26169871	26170183	+	769	26169871.0
ENSG00000236782	1	26169516	26170598	-	1721	26170598.0
ENSG00000142675	1	26177403	26177599	+	4043	26177403.0
ENSG00000188782	1	26190561	26190840	+	2030	26190561.0
ENSG00000236155	1	26209741	26210910	+	3191	26209741.0
ENSG00000278572	1	26218581	26219251	-	899	26219251.0
ENSG00000130695	1	26234153	26234310	+	5422	26234153.0
ENSG00000270733	1	26263041	26263398	-	358	26263398.0
ENSG00000142669	1	26279176	26280203	+	1786	26279176.0
ENSG00000158062	1	26281328	26282569	-	4704	26282569.0
ENSG00000169442	1	26317957	26318071	+	935	26317957.0
ENSG00000176092	1	26321859	26322056	-	5871	26322056.0
ENSG00000225854	1	26326688	26327033	+	346	26326688.0
ENSG00000176083	1	26361634	26362022	-	2379	26362022.0
ENSG00000131914	1	26410778	26410922	+	4008	26410778.0
ENSG00000117682	1	26432282	26432376	+	5596	26432282.0
ENSG00000223583	1	26454653	26455187	-	535	26455187.0
ENSG00000225891	1	26462756	26462870	-	529	26462870.0
ENSG00000198830	1	26472450	26472627	+	2509	26472450.0
ENSG00000224129	1	26519354	26520250	-	897	26520250.0
ENSG00000117676	1	26529761	26529983	+	5884	26529761.0
ENSG00000238705	1	26554542	26554593	+	52	26554542.0
ENSG00000243905	1	26593243	26593546	-	304	26593546.0
ENSG00000252802	1	26593940	26594041	-	102	26594041.0
ENSG00000252429	1	26602369	26602432	-	64	26602432.0
ENSG00000229247	1	26640377	26640614	-	238	26640614.0
ENSG00000238316	1	26642286	26642389	-	104	26642389.0
ENSG00000235069	1	26647447	26647681	+	235	26647447.0
ENSG00000117713	1	26693236	26693617	+	15922	26693236.0
ENSG00000260063	1	26692132	26694131	-	2000	26694131.0
ENSG00000060642	1	26787472	26787806	+	3382	26787472.0
ENSG00000241188	1	26814822	26815112	+	291	26814822.0
ENSG00000204160	1	26826710	26827139	+	5436	26826710.0
ENSG00000175793	1	26863138	26864457	+	1320	26863138.0
ENSG00000226698	1	26876133	26876310	+	306	26876133.0
ENSG00000142751	1	26876133	26879749	-	4979	26879749.0
ENSG00000198746	1	26890488	26890851	-	2225	26890851.0
ENSG00000090273	1	26900238	26900400	+	2856	26900238.0
ENSG00000131910	1	26911489	26912086	-	1156	26912086.0
ENSG00000175707	1	26949562	26950151	-	1793	26950151.0
ENSG00000172746	1	26980165	26980514	+	497	26980165.0
ENSG00000224064	1	26983628	26984024	+	397	26983628.0
ENSG00000225294	1	26985897	26986340	-	444	26986340.0
ENSG00000253368	1	26993707	26994612	+	1976	26993707.0
ENSG00000158246	1	27005020	27006957	-	2368	27006957.0
ENSG00000280403	1	27064991	27065365	-	375	27065365.0
ENSG00000090020	1	27098815	27100644	-	5974	27100644.0
ENSG00000229985	1	27176751	27177277	+	527	27176751.0
ENSG00000214973	1	27200834	27201473	-	640	27201473.0
ENSG00000225159	1	27206930	27207796	+	867	27206930.0
ENSG00000225990	1	27211265	27211484	+	220	27211265.0
ENSG00000224311	1	27229106	27229235	-	379	27229235.0
ENSG00000142784	1	27234516	27234951	+	6024	27234516.0
ENSG00000252098	1	27255464	27255567	-	104	27255567.0
ENSG00000243659	1	27311240	27311345	+	282	27311240.0
ENSG00000186501	1	27322145	27322391	+	4476	27322145.0
ENSG00000206888	1	27325219	27325325	+	107	27325219.0
ENSG00000241547	1	27325329	27325796	+	468	27325329.0
ENSG00000142765	1	27342020	27342150	+	5584	27342020.0
ENSG00000142733	1	27355184	27355352	-	4951	27355352.0
ENSG00000142748	1	27369112	27369477	-	2167	27369477.0
ENSG00000174950	1	27379176	27379509	-	2041	27379509.0
